Mobile Money Usage,Bank Account Ownership,Savings,Credit Usage
43,1,29869,1
86,0,85626,0
51,0,88632,1
83,0,21844,1
84,1,97429,0
58,0,61773,1
40,0,55098,1
41,0,34394,1
29,1,15896,1
85,1,12382,1
80,0,35928,1
44,1,99254,1
83,0,25916,1
11,1,79403,1
22,0,9426,0
50,0,85732,0
96,1,84504,0
66,1,59482,1
6,1,91274,0
12,0,11437,1
98,0,4585,0
1,1,78520,0
10,1,57412,0
62,1,69572,1
99,1,15349,0
10,1,91918,0
34,1,46380,1
85,1,83310,1
15,1,25149,1
28,1,62362,1
98,1,77178,1
7,0,4731,0
95,0,91904,1
11,0,15394,1
68,0,59059,0
73,1,79148,0
6,1,6578,0
41,1,56702,0
22,1,81177,1
73,1,2342,1
88,0,69046,1
85,1,62367,1
84,1,57613,0
36,0,96650,1
16,0,96430,0
68,0,32312,0
28,1,99330,1
47,0,19246,1
91,1,32900,1
95,0,86446,1
4,0,35922,0
93,0,5628,1
88,0,70318,0
29,1,52410,0
53,1,24863,1
65,0,8800,1
68,0,46731,0
6,1,33916,0
34,1,37517,0
17,1,97693,0
82,0,66457,0
18,1,30863,0
40,1,85179,1
47,0,42993,1
58,1,75109,1
86,1,46047,1
29,1,58277,0
92,1,80315,1
43,1,91057,0
4,0,54238,1
47,1,96828,1
99,1,45986,1
69,0,32000,1
47,1,29742,0
89,0,98648,0
66,0,48346,0
66,0,42023,1
4,1,82586,1
34,0,80460,1
52,1,13793,0
98,1,47321,1
80,1,73623,0
32,0,1388,0
53,0,61387,1
35,1,48279,0
32,1,41536,0
20,0,25305,0
48,1,41279,0
43,1,26404,0
65,1,94075,1
21,0,94600,1
71,1,70761,0
2,0,87805,0
30,1,82571,0
34,0,29862,0
97,1,38428,0
52,0,14487,0
37,1,50629,0
84,1,21542,0
34,0,98835,0
16,1,35518,1
27,0,73800,1
43,0,16718,1
37,0,89551,0
94,0,42348,1
89,0,9876,1
31,1,77856,1
15,1,22702,1
78,0,77345,1
77,1,75918,0
66,1,32758,1
9,0,71964,1
47,1,30617,1
81,0,68934,1
30,0,40843,1
87,1,2467,1
75,1,7651,1
33,0,70113,1
1,0,10096,0
79,1,85448,0
87,0,19758,0
5,0,53621,0
84,1,91982,0
82,0,13751,0
94,0,25837,1
10,0,23045,1
86,1,54634,1
31,1,86555,0
21,0,4585,0
11,1,66997,0
22,0,18526,0
42,0,11931,0
32,1,48057,0
41,0,48030,0
24,0,13199,1
43,1,33837,0
68,1,24444,1
77,1,88262,0
86,1,20765,1
43,0,18220,1
66,0,64250,0
60,1,12626,1
46,0,5998,0
80,0,63666,1
44,0,94967,1
44,1,94154,1
21,1,34537,0
22,0,1098,1
21,1,61373,1
98,1,80456,1
40,0,88173,1
76,1,55414,0
95,0,80703,0
41,1,35174,1
71,0,79421,1
45,1,98997,0
70,1,95389,0
11,0,47991,0
41,0,86272,1
11,1,94538,1
71,1,59619,0
26,1,98218,0
40,0,20408,1
89,1,58627,0
29,0,22410,0
43,0,67225,0
42,1,13654,1
35,0,74333,1
7,0,95866,0
84,0,92312,0
21,0,75537,0
41,0,7317,0
61,1,79458,1
68,0,44867,1
67,0,35689,0
3,1,77341,0
13,1,38244,1
20,1,28153,1
84,1,18133,1
16,0,54739,1
11,1,21810,0
60,1,8582,1
37,1,97488,1
48,1,80589,0
22,0,5788,1
62,1,10702,0
62,0,74915,1
97,1,60228,0
29,1,13516,1
72,0,45240,1
90,1,84351,0
48,1,33678,1
93,0,50549,1
70,0,32851,1
30,0,66281,0
36,1,70339,0
21,0,34246,0
78,0,63490,0
13,1,39136,0
13,1,22698,1
41,0,63989,0
33,1,26041,1
91,1,77187,0
25,1,76877,1
45,1,2217,0
17,1,96944,1
96,0,82698,0
95,1,87986,1
23,1,91458,1
52,1,12442,0
72,1,7517,0
19,1,38121,0
3,1,47333,1
80,1,89581,0
66,1,62467,1
1,1,67402,0
64,1,15278,0
40,1,40333,0
27,1,40137,0
72,1,1676,0
55,0,12169,0
65,1,58750,0
70,1,46497,0
76,0,12216,1
10,0,76798,0
24,1,25705,0
60,1,26782,1
27,1,55399,0
40,0,79179,1
73,0,98936,1
2,1,27719,0
40,0,99839,0
35,1,95258,1
95,1,62246,0
10,0,71037,0
48,0,85175,0
25,1,16594,1
34,1,35627,0
90,0,19877,1
29,0,6479,0
36,0,83005,0
23,0,48880,1
23,0,98799,0
52,0,1290,1
23,0,49859,0
17,1,45157,1
17,1,34855,1
42,0,19920,1
55,1,23055,1
40,1,5826,1
73,0,22874,0
80,0,81337,1
33,0,54546,1
86,1,76766,0
49,1,78278,1
61,0,25583,1
52,1,22205,0
69,0,17687,0
8,0,94314,1
53,1,19997,1
10,0,68452,1
25,0,92974,0
96,0,53298,1
77,1,10621,0
90,1,63653,0
38,1,73559,0
44,1,87474,1
67,1,48266,0
33,1,44479,1
7,0,46800,0
22,0,36981,1
30,0,51912,1
85,0,3079,0
99,0,50030,1
27,1,61646,0
34,0,9477,0
8,0,14783,0
90,1,66956,1
86,0,54598,0
45,0,90673,1
51,1,28297,1
73,0,14270,0
68,0,89704,1
77,0,46003,1
17,1,66343,1
29,0,79546,0
16,1,35226,0
77,0,63649,0
73,1,72437,0
94,0,45602,1
41,1,78564,1
20,0,29853,1
53,0,82388,1
47,1,97938,0
27,0,29307,1
78,1,74686,1
72,0,78706,0
64,1,60649,1
96,1,10875,1
44,0,82780,0
5,0,22295,0
96,1,21979,1
68,0,88632,0
38,1,4337,0
94,0,29784,0
17,0,32194,0
56,0,41461,0
17,0,3862,0
58,0,75251,0
15,0,37246,0
85,0,69566,0
70,1,10591,1
97,1,57617,1
43,1,80940,0
27,1,4281,1
94,1,15693,0
82,0,31734,0
96,0,57179,1
62,1,49830,0
43,0,12031,1
94,1,93878,0
98,1,77907,1
11,0,35454,1
80,1,32492,0
84,0,31262,1
54,1,22185,0
50,0,56090,0
95,0,36010,1
14,1,30406,0
42,1,52616,0
19,1,4210,1
34,1,87029,0
58,1,3433,1
71,0,55242,0
93,1,81935,0
36,1,86001,1
60,1,5850,0
21,0,28712,1
93,0,78213,0
40,0,41300,1
54,0,89100,0
50,1,46144,0
60,1,67470,1
41,0,30261,0
7,0,81149,1
97,0,75631,0
52,0,37577,0
66,1,76438,0
91,1,42729,0
47,0,98917,1
57,1,95307,1
26,1,32498,1
22,1,14119,1
12,0,51756,0
25,1,80022,1
39,0,1308,0
34,1,18164,0
66,0,3991,1
16,0,48267,0
63,1,32944,1
19,0,30804,1
83,0,63713,1
82,0,8725,0
97,1,51746,0
17,1,40911,1
76,1,39114,0
64,1,72175,0
64,1,73483,1
67,0,46542,0
44,1,58869,1
14,0,44794,1
70,1,56680,0
62,1,54644,1
27,0,22889,0
30,0,26703,1
59,1,4652,0
92,0,86691,0
15,1,29468,0
51,1,65285,1
72,0,59975,0
65,1,35684,1
29,0,33804,1
74,1,46726,0
8,1,67756,0
60,1,25786,1
83,0,12321,1
79,1,10112,1
26,1,38588,0
16,0,57303,0
12,1,34953,0
85,1,68403,0
55,0,35762,0
74,0,16031,0
9,1,5438,0
77,1,70572,0
90,1,81026,0
83,1,80422,0
91,1,71404,1
21,1,21905,1
64,1,95740,1
63,0,72892,0
35,1,80938,1
53,0,5818,1
94,1,5141,0
38,0,46654,1
79,1,33637,0
38,1,94529,1
66,1,56224,0
34,1,24729,0
27,1,32062,1
44,0,74589,1
91,0,70861,0
30,0,44620,1
62,1,18859,1
73,0,70925,1
17,1,72162,1
73,0,57435,1
38,0,63075,0
95,1,6530,0
10,1,79596,1
85,0,20594,1
24,0,55676,0
8,0,16110,0
45,0,85139,0
23,1,96034,0
92,0,72529,1
61,1,96479,1
65,0,36692,0
96,1,32740,1
10,1,82921,0
18,0,41674,1
51,0,63854,0
7,1,37010,1
11,1,47039,0
65,0,72147,1
21,0,43014,1
56,0,83813,0
6,1,73433,0
60,0,92144,0
24,0,52855,0
41,0,52836,0
94,1,92354,1
20,1,73437,1
20,1,49183,1
12,0,33938,1
22,1,53937,1
37,0,19659,0
42,0,40346,0
26,1,50936,1
96,0,2388,0
81,1,36403,1
47,0,18811,1
84,0,84130,1
88,1,51820,0
11,1,19863,1
53,0,95748,0
59,1,22215,1
98,1,21465,0
15,1,27687,1
61,0,68265,1
66,1,36045,1
10,1,69218,1
46,0,26810,0
42,0,30792,0
49,0,70176,0
68,1,5460,0
93,0,56983,0
17,1,77620,1
72,1,54590,1
7,0,62550,1
26,1,94093,1
66,0,88366,0
53,1,17890,1
57,0,10644,1
65,1,64000,0
67,0,53626,0
69,1,89737,1
86,1,1089,1
35,1,15847,1
2,1,97888,1
56,1,92999,1
21,0,50946,0
64,1,26340,0
4,1,55238,1
40,0,52647,1
90,0,13924,1
83,1,93378,0
10,1,53680,0
78,1,44564,0
12,1,34567,1
17,0,42146,0
85,1,58318,0
63,1,24275,0
30,1,11514,0
88,1,13855,0
69,1,15526,0
78,0,54711,0
17,0,46640,1
55,1,58245,0
24,0,25437,0
3,0,78679,1
40,0,19238,0
6,0,88401,0
10,0,72457,1
84,1,59239,0
72,0,47882,1
24,0,64125,0
86,1,39390,0
75,0,42678,1
26,1,35557,0
96,1,29111,1
98,0,5789,1
81,0,7018,1
40,0,84466,0
23,0,73856,0
6,1,43000,0
53,0,96962,0
83,0,38821,1
31,0,78350,0
56,0,36501,0
93,0,12110,0
75,0,49857,1
41,1,78921,1
75,1,10887,1
54,1,56895,1
3,1,88005,0
11,1,16185,1
42,0,87324,0
17,1,74890,0
94,0,59947,0
48,0,5987,1
96,1,49210,0
17,0,85517,1
65,0,40090,1
68,1,67818,0
76,0,94679,1
1,1,78303,1
39,1,36026,1
62,1,23348,1
52,0,60733,1
84,1,37406,1
79,1,84240,0
37,1,35273,1
69,0,12663,1
23,1,70217,0
26,1,48284,1
79,0,92637,1
67,0,46894,1
91,0,95842,1
50,0,10494,0
66,1,73509,1
70,1,14410,1
64,0,69792,0
93,0,13821,1
4,1,62006,1
4,1,63395,1
25,0,53457,1
5,0,48904,1
93,0,52486,0
20,1,53078,0
38,1,23755,1
68,1,96860,1
55,0,86316,0
15,0,37352,0
93,0,83516,0
16,1,53450,0
37,0,92001,1
38,1,74151,1
44,0,46182,0
51,0,37735,0
80,1,58292,0
6,1,56291,0
19,0,69283,1
79,0,52715,0
98,0,33954,1
74,0,46126,0
58,1,48898,0
24,0,30170,1
24,0,63512,1
14,0,14813,1
33,0,36962,1
15,1,50248,0
59,1,30824,1
55,1,35030,1
42,0,90922,0
58,0,13001,1
74,0,4865,0
91,1,28699,1
37,0,45374,1
86,1,5623,0
66,1,17505,1
9,0,5801,0
40,1,71662,1
4,1,72698,0
49,0,78775,1
47,0,35694,1
71,1,56580,1
91,1,58313,1
64,0,1155,0
31,0,52269,0
64,0,74815,0
65,1,26402,0
80,1,7273,1
52,0,68161,1
99,0,64724,1
60,1,47410,1
27,1,64482,1
96,1,34433,0
50,1,85175,1
25,1,27708,0
92,0,92136,1
38,0,83682,1
56,0,76156,0
58,1,51974,1
57,1,8403,0
43,0,22750,1
13,0,95424,0
27,0,83164,0
96,1,44870,0
50,1,30434,1
93,1,44469,0
9,0,25930,1
24,0,80985,1
44,0,52880,0
82,0,50819,1
41,1,77872,1
45,0,89937,0
82,0,55652,1
89,0,2576,0
93,1,82063,1
11,0,45074,0
83,0,33687,1
91,1,38140,1
11,1,86342,1
6,0,33640,1
19,0,98487,1
72,1,88673,1
57,0,74311,1
46,0,90951,1
14,0,86854,1
52,0,23556,0
5,0,36835,0
87,1,41235,0
83,1,52122,0
79,1,6216,0
93,0,60538,1
96,1,96916,1
71,0,3286,1
25,1,28232,0
52,0,10139,0
46,1,31243,1
3,0,42713,0
40,0,84638,0
94,1,73087,0
93,1,20267,0
17,1,83300,0
61,1,37419,1
39,0,42420,1
5,1,84899,0
75,0,32454,1
91,0,53935,0
91,0,75786,1
56,0,44775,0
22,0,56911,1
99,1,58679,0
70,0,66704,1
62,0,98977,0
56,0,56874,0
48,0,90698,0
34,1,70204,0
84,0,83613,0
18,1,43960,0
84,1,36294,0
90,0,66137,1
83,0,95945,0
39,0,54905,0
71,1,94102,1
74,1,61645,1
77,0,80481,0
27,1,95015,1
17,0,32494,0
76,0,26940,1
48,1,32677,1
83,1,12532,1
96,0,18916,1
52,0,8178,1
53,1,59098,1
48,1,64045,0
46,0,33366,0
43,1,35861,1
87,1,30114,0
62,1,77857,0
47,0,20437,0
32,1,38828,1
31,1,63365,0
96,0,36978,1
78,0,55732,1
9,0,32585,1
95,0,1481,1
50,0,90384,1
89,1,56194,0
13,1,69583,0
79,0,10371,0
54,0,57060,0
87,1,53933,0
4,0,35499,0
93,1,18737,0
17,1,98816,1
25,1,83865,1
48,0,75510,0
44,1,4715,1
8,0,48835,1
19,1,71508,0
54,1,2869,1
45,0,49156,1
40,1,29969,0
74,1,19031,1
1,1,22298,0
19,1,84988,0
89,0,80950,1
6,0,49154,0
29,0,32639,1
15,1,94315,1
93,1,93271,1
5,1,6489,0
58,0,70523,0
34,0,70304,0
63,0,93931,0
99,0,30585,0
62,1,7722,1
98,0,71584,1
91,1,78158,1
7,1,87556,1
74,1,28026,1
99,0,47619,0
97,0,82370,0
2,1,3354,0
6,0,14748,1
21,1,12236,1
69,0,30122,0
34,1,1148,1
90,1,27341,0
38,1,93201,0
23,0,62531,1
48,0,86170,1
94,0,53350,1
14,0,92910,1
44,1,30041,0
35,0,50568,0
68,1,48700,0
90,1,44857,0
9,1,92207,0
54,0,68764,0
5,1,92915,0
89,0,15210,0
86,1,8446,0
13,0,33107,0
84,1,84872,0
45,0,2916,0
36,1,29268,0
97,1,85527,1
42,1,19017,0
43,1,96868,1
71,0,95249,0
48,1,58679,1
70,1,10596,0
68,1,39548,1
44,0,93602,1
53,1,26407,1
57,0,4156,1
59,0,85551,0
29,1,49580,1
48,1,71247,0
7,1,7283,1
66,1,31835,0
21,1,68319,0
16,0,35181,0
15,1,64826,1
60,1,38377,0
43,1,39078,0
29,1,83514,0
93,1,52012,1
32,0,44853,1
30,0,17351,1
4,1,82333,1
31,1,47818,0
19,1,61065,0
29,1,76822,0
53,1,9695,0
7,0,75366,0
54,0,48455,0
17,0,68173,1
8,1,3967,0
65,1,61941,0
42,1,94255,0
72,1,96044,0
61,1,12954,1
90,1,91531,1
25,0,35423,0
66,1,50654,0
89,0,40688,1
8,1,28067,0
22,1,94521,1
49,1,5012,1
34,1,32434,0
50,1,44093,1
40,1,60985,0
51,1,17421,0
8,0,69101,0
19,1,21400,1
26,0,73701,0
12,1,88165,1
50,1,85152,0
17,1,72979,0
81,1,97146,0
92,1,1264,0
81,1,48659,1
71,1,32816,1
89,1,11776,0
97,0,91781,0
17,1,9093,1
69,0,31935,1
8,0,74787,0
44,1,38689,1
56,0,68567,1
30,0,19882,1
38,0,78702,0
66,0,70470,0
70,0,2252,1
23,0,38019,0
88,1,26111,0
34,1,48461,1
62,1,50461,1
61,0,66014,0
49,1,98610,0
52,1,95088,0
41,1,84503,0
22,1,63702,0
28,1,13028,0
52,0,78138,1
6,1,58605,0
69,1,12290,1
40,1,97465,0
55,1,62010,0
84,1,74938,0
33,0,10031,0
29,1,87371,0
94,1,40557,1
65,0,42768,0
78,1,83698,0
34,1,54366,0
61,1,41165,1
88,0,56397,1
31,0,93697,0
61,0,54602,0
49,0,56924,0
16,1,36343,1
96,0,41206,1
97,0,9914,0
44,0,68502,0
79,1,10710,1
99,0,5590,0
13,0,66398,1
55,1,17541,1
47,1,56921,1
78,1,27279,0
98,1,76673,0
60,0,46233,1
75,0,24888,0
67,1,51189,0
82,1,78586,0
88,1,18094,0
48,0,44009,1
34,0,84590,1
86,1,88324,1
82,1,94993,1
62,1,20989,0
37,0,35798,1
57,0,43299,1
40,1,83686,1
95,1,64788,1
79,0,94336,1
72,1,26566,1
64,0,79567,1
68,1,97895,0
47,0,61210,0
24,1,48427,0
94,1,31297,0
21,1,34341,0
13,1,79115,0
5,1,96399,1
2,0,27901,1
40,0,82717,1
17,1,20936,0
22,1,35662,1
64,0,40990,1
18,0,97198,1
70,1,50782,0
43,1,49969,1
81,1,3386,1
46,1,92641,0
29,0,73058,1
8,0,15420,1
92,1,91272,1
48,1,62479,1
19,0,23062,1
56,1,73360,0
52,1,78050,0
65,1,24268,0
70,0,40596,1
68,0,11150,1
60,1,85102,1
16,1,78167,1
54,1,58526,0
83,0,83334,0
97,1,63345,0
69,0,90818,1
66,0,54115,1
20,1,56829,1
29,0,45468,1
32,1,44563,1
57,0,9433,1
58,0,49422,0
87,0,1860,0
71,0,71554,1
7,0,61647,0
7,0,11948,0
54,0,91830,1
94,0,91574,0
22,0,24510,0
63,1,43586,0
1,0,14061,0
59,1,69225,1
25,0,92479,0
85,1,50105,0
30,0,78824,0
18,1,34312,0
82,1,40372,1
67,0,22658,0
69,0,98868,1
7,0,62320,1
52,0,2950,0
25,0,78690,0
73,1,30398,0
56,1,94704,1
62,1,99128,1
30,1,54103,1
36,1,58058,1
51,0,80762,1
36,1,17140,0
92,1,82294,0
94,1,22740,0
45,0,47492,0
99,0,13103,0
16,0,37564,1
25,1,66265,0
49,1,12480,0
93,1,44838,1
3,1,30403,0
4,1,95155,0
51,0,16884,0
5,1,10065,1
8,1,44197,0
91,1,89764,1
33,0,87181,0
28,0,23335,0
30,1,64010,0
34,1,56657,1
6,0,42149,1
50,1,61138,0
62,1,70810,1
26,1,88313,1
38,1,2086,1
60,0,82349,1
59,1,12049,0
30,0,23067,1
68,1,74553,0
68,1,1436,1
43,1,98210,0
41,1,40817,1
30,0,33394,0
79,1,54262,1
8,1,56047,1
9,1,79506,0
94,0,81009,0
84,0,96044,0
11,0,53725,1
13,0,45773,1
76,1,29351,1
69,0,14198,0
64,0,83889,0
63,1,62869,1
66,0,88130,0
23,0,77380,1
8,0,82600,0
44,0,35699,1
80,0,59540,1
21,0,73778,1
52,0,47323,1
49,0,38524,1
30,1,83425,0
87,0,13098,1
93,0,50386,1
77,0,93700,0
67,1,68959,1
54,0,28304,0
25,1,33783,1
77,0,11547,0
14,0,70458,1
69,0,72770,1
79,1,55022,1
89,0,51453,1
7,0,83747,0
84,1,27047,1
62,1,98008,0
80,0,75380,1
29,0,24244,1
13,1,68231,0
11,0,10433,1
99,1,29294,1
98,1,60125,1
47,1,94081,1
58,1,28286,1
22,0,99941,0
37,0,38065,1
22,0,95972,0
64,0,10773,1
38,0,49017,1
20,0,26443,0
70,1,20530,0
83,1,25218,1
51,1,72872,1
24,0,38991,0
35,0,70654,0
34,0,48782,1
15,1,63989,0
29,0,99799,0
23,0,29160,1
25,0,43414,0
82,1,64652,1
34,0,97931,0
96,0,71011,0
21,1,94137,0
72,0,47375,1
31,0,52085,0
14,1,51310,0
15,1,15049,1
11,0,49912,1
90,1,77136,0
64,0,82628,1
21,0,34455,0
53,0,21616,1
74,0,93950,1
21,0,79200,1
33,1,94936,1
8,1,18833,1
42,0,75432,1
26,0,86491,0
85,1,76185,1
13,1,49182,0
89,1,28219,1
49,0,81201,1
23,1,1850,1
20,1,50273,0
34,1,74984,1
34,0,72232,1
99,0,31047,0
53,0,1271,0
54,1,31257,0
25,0,54284,1
72,0,4117,0
34,1,31023,0
47,1,68597,0
61,0,75296,0
19,1,79452,1
86,0,78307,1
90,1,24374,0
81,1,72408,0
15,1,79248,0
29,0,99469,0
21,1,34715,0
23,1,85865,0
87,1,16282,0
4,1,44849,0
42,0,41669,0
4,0,68418,0
4,0,28800,1
38,0,93542,1
50,1,7887,1
16,0,13007,0
91,0,79957,1
42,1,78329,0
24,1,81745,1
94,0,97290,1
90,1,98224,1
77,1,47166,0
74,0,37780,0
72,0,25463,0
89,0,24326,1
21,1,67642,1
17,0,55946,0
3,0,17504,0
92,0,20647,0
82,0,63431,0
29,0,41001,0
2,0,2304,0
78,0,3504,1
11,1,53622,1
83,1,57843,0
82,0,93422,1
90,1,95647,1
30,0,71265,0
81,1,5518,0
10,0,49305,1
94,0,92878,1
43,0,75321,0
66,0,56509,0
81,1,65080,0
25,0,50165,1
30,0,99780,0
45,0,30846,1
19,1,78253,0
84,0,39635,1
74,1,7278,1
60,1,65622,1
28,0,77248,0
75,1,12741,0
4,1,27787,0
74,0,80759,0
25,0,53195,0
59,0,55319,1
66,1,49716,0
60,1,78431,0
88,1,68304,0
97,0,39035,0
46,1,82219,1
38,1,19526,0
81,1,77000,0
15,1,68828,1
2,0,41433,1
46,0,56841,1
17,0,96586,1
1,1,10697,1
77,1,57354,0
99,1,10573,1
23,0,19139,1
98,1,94155,1
36,1,2349,1
99,0,96738,1
40,0,11469,0
66,1,87325,0
4,1,72698,1
97,1,28941,1
22,1,91317,0
88,1,13384,1
3,1,7797,1
86,0,25320,1
63,1,21698,0
74,0,76489,1
50,0,36260,1
47,0,53706,1
4,0,62526,1
56,1,61941,0
88,0,87287,0
65,0,97496,0
49,0,77826,0
59,1,95503,1
58,0,57504,0
63,0,81915,1
99,0,54462,1
49,1,41555,1
67,1,58277,0
51,0,54058,0
53,0,84612,1
97,1,73050,1
56,1,17898,0
19,0,62081,0
47,1,75635,1
10,1,21814,1
84,0,40599,1
96,1,52739,1
67,1,51196,0
43,0,56711,1
77,1,4790,1
14,0,19354,0
51,1,48172,0
25,0,34033,1
60,0,86363,1
23,1,92698,1
90,1,77043,0
69,1,32513,1
60,0,58756,0
16,1,87005,1
50,1,30825,1
31,1,53272,0
47,1,77194,0
59,1,67272,0
57,1,94339,0
91,1,70022,0
26,0,4555,1
53,1,1711,0
47,1,11040,0
3,1,40769,1
49,0,46273,1
69,1,69515,1
54,0,51666,0
10,0,23506,1
1,0,20459,1
49,0,75096,0
2,1,55097,0
37,1,21665,0
6,1,78726,0
71,1,4364,0
60,1,40482,1
21,0,75785,0
89,1,44556,1
98,1,94628,0
43,1,78609,0
14,1,20881,0
24,0,70417,0
89,1,33468,1
47,0,59210,0
6,0,86596,0
51,0,77722,0
81,1,99713,1
43,0,98793,0
75,1,80893,0
7,0,78131,0
62,0,96707,1
74,0,95952,1
12,1,45380,1
88,1,24253,1
30,0,84704,1
5,0,57819,0
58,0,98305,1
84,0,3471,1
11,1,75130,1
1,1,59185,1
77,0,5921,0
93,0,66852,0
73,1,21128,0
78,1,61671,1
55,1,18759,1
26,0,44068,1
31,1,5097,1
23,0,37137,1
27,0,76905,0
51,0,11832,0
24,1,32183,0
55,1,27369,0
62,1,97937,0
27,1,45015,1
97,1,4138,1
22,1,21451,0
73,0,61882,1
13,0,37483,1
96,1,1079,1
66,1,39499,1
38,0,72388,1
79,1,70066,0
74,0,8935,1
47,1,76203,1
56,0,41279,0
88,0,44271,1
90,0,37045,0
50,0,43983,0
31,1,99286,0
37,1,63699,1
71,1,99633,0
70,1,34111,0
16,1,69308,0
67,1,83826,0
63,1,4606,1
13,0,76864,0
17,1,92291,1
65,1,68242,0
39,1,5593,0
95,0,71517,0
71,1,52386,1
61,1,60869,1
44,1,20192,0
69,0,65369,0
65,0,9919,0
93,0,82878,0
64,0,67664,0
21,0,75519,0
21,1,12259,0
31,0,40934,0
2,0,62545,1
89,1,20717,1
24,1,72178,0
57,0,58206,0
64,1,1595,1
9,0,28209,0
63,0,63415,1
53,0,39310,1
25,1,3240,0
3,1,30371,0
25,0,74296,0
9,0,6451,0
67,1,99877,0
91,0,47867,1
57,1,84259,1
80,0,95097,0
15,0,73607,0
34,1,81122,1
20,0,39680,1
34,0,38695,0
74,1,96913,1
54,1,95802,0
43,0,49157,0
93,0,2299,0
19,0,74202,0
48,1,48620,1
94,1,11473,0
45,0,17234,0
9,0,43239,1
62,1,96015,1
35,0,92611,0
56,1,38642,1
47,1,31177,0
57,0,24178,1
25,1,28912,0
88,0,89634,1
14,0,64072,1
8,1,99015,1
66,0,71657,1
98,1,42092,1
21,0,68514,0
4,1,49953,0
79,1,50340,0
49,1,37568,0
26,0,39692,1
22,0,19039,0
65,1,41120,1
6,1,23599,1
72,1,91225,1
15,1,9297,1
43,0,90625,1
13,0,40372,1
86,1,89967,1
11,1,45226,0
51,0,43944,0
90,1,25944,1
75,1,58777,0
73,1,78459,0
79,0,78031,0
20,1,76772,1
25,1,88578,1
18,1,67215,1
16,1,40256,0
45,0,99880,0
23,0,15182,0
57,0,26518,1
48,1,5245,1
49,0,37082,1
65,1,51085,0
69,1,78086,0
4,0,74726,0
69,1,85629,0
28,1,18037,1
96,0,70205,1
21,1,31819,1
50,0,7970,1
14,0,17905,0
87,0,26795,0
99,1,44266,0
78,1,42840,1
35,0,51742,0
18,0,54563,1
55,0,58981,1
68,0,3550,0
1,0,63278,1
30,1,18171,0
4,0,95530,0
27,0,8797,1
47,0,97560,0
52,0,36197,0
7,0,8143,0
9,0,19958,1
8,1,15986,0
13,0,42598,1
53,1,93565,1
81,0,39508,1
62,0,8908,1
61,0,32383,1
58,1,15347,0
93,1,74250,0
62,1,83564,0
22,0,14446,0
81,1,51322,0
79,1,2656,0
61,0,14973,0
12,1,76856,0
25,1,52432,0
87,0,89935,1
48,1,32632,0
39,0,58132,1
19,0,24610,0
96,1,55265,1
91,0,49222,0
28,1,16099,1
5,1,85922,0
70,1,54491,0
77,0,31349,0
20,1,58262,0
63,0,98535,0
26,0,99846,0
95,1,90711,1
98,0,16133,1
29,1,4213,1
98,1,31003,0
99,1,90731,1
22,0,77443,1
58,1,15160,0
55,1,94789,1
18,0,33665,1
65,0,38999,0
82,0,85905,0
7,1,61717,1
6,0,12104,0
24,1,73000,1
58,1,63373,1
37,1,80532,0
53,0,94770,0
58,1,85740,0
50,1,34821,0
91,1,3557,0
56,0,43163,1
66,1,16668,0
15,1,38601,0
22,0,86388,0
57,1,86605,1
68,1,75619,0
78,0,86443,0
11,0,9284,1
42,0,37050,1
12,0,56196,1
86,1,74495,0
13,0,80250,1
46,0,79089,1
17,1,8201,0
95,1,37765,1
54,1,82202,0
6,1,15869,0
8,0,75279,1
89,0,22049,1
6,1,72701,0
99,0,50401,0
28,1,38820,0
36,1,30318,0
12,0,78120,0
15,1,63816,0
89,1,26782,0
96,1,71663,0
24,1,72769,1
57,1,75166,0
15,0,26693,0
34,1,82145,1
3,0,95029,0
16,0,40480,1
83,1,33495,0
35,1,20569,0
92,0,65378,0
31,1,24378,0
78,1,20528,0
42,1,67516,1
68,1,41816,0
87,0,6306,0
28,0,11310,0
76,1,69543,0
92,1,17387,0
71,0,33465,0
94,0,6877,1
38,0,77719,0
17,0,58866,1
45,0,71932,1
6,1,64347,0
91,1,22277,1
99,1,50077,1
63,1,52294,0
97,0,97315,0
75,1,90153,0
89,1,74306,1
88,0,75578,0
85,1,85717,1
29,1,49820,0
42,0,60123,0
63,1,19477,1
9,1,5822,1
71,1,27162,0
38,1,2422,0
97,1,57997,0
2,1,96823,0
57,0,88985,0
18,0,39391,1
43,0,50367,0
78,0,76995,0
3,0,71827,0
23,0,41815,1
75,0,56535,1
88,0,35757,0
16,1,10181,1
86,0,73434,0
89,1,48351,1
50,1,4585,1
91,0,82464,1
33,0,1187,1
98,0,67242,1
73,1,29884,1
2,0,78926,0
75,1,56469,1
64,0,49700,1
67,0,72445,0
82,0,9439,0
52,0,85936,0
98,0,28132,1
2,1,98842,1
83,0,68704,1
14,0,36950,1
5,0,48339,1
21,0,56665,0
59,0,32479,1
9,1,66812,1
97,0,22242,0
61,0,55037,0
81,0,72884,1
49,1,59109,0
13,1,22305,0
95,1,4488,0
92,0,50614,1
84,0,49343,0
65,1,30164,0
84,0,51456,1
50,0,51127,0
81,0,96060,0
97,1,34006,1
51,0,65169,1
62,1,9597,0
70,0,30691,0
87,0,78305,0
9,1,96467,0
20,0,86146,1
80,1,15561,1
62,0,72987,0
54,0,46868,0
50,1,32170,1
45,0,33290,1
21,1,13272,0
87,0,91468,0
31,1,74931,0
32,0,6425,0
